hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset
booster	90732175	9.00000000000000000819	.03296703296703296703	.00366300366300366300	3	91	10	2730
vaccine	90732175	37.50000000000000003412	.05494505494505494505	.00146520146520146520	5	91	4	2730
fullyvaccinated	90732175	6.00000000000000000546	.02197802197802197802	.00366300366300366300	2	91	10	2730
covid19	90732175	.32142857142857142855	.03296703296703296703	.10256410256410256410	3	91	280	2730
omicrom	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
omicronisairborne	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
dougford	90732175	4.41176470588235294164	.05494505494505494505	.01245421245421245421	5	91	34	2730
onpoli	90732175	1.48514851485148514866	.05494505494505494505	.03699633699633699633	5	91	101	2730
truckersforfreedom2022	90732175	.96774193548387096777	.01098901098901098901	.01135531135531135531	1	91	31	2730
truckersforfreedom	90732175	6.00000000000000000546	.03296703296703296703	.00549450549450549450	3	91	15	2730
truckerconvoy2022	90732175	15.00000000000000001365	.02197802197802197802	.00146520146520146520	2	91	4	2730
truckers	90732175	3.87096774193548387108	.04395604395604395604	.01135531135531135531	4	91	31	2730
canpoli	90732175	.81081081081081081095	.01098901098901098901	.01355311355311355311	1	91	37	2730
usa	919828292387061761	303.33333333333333363666	1.00000000000000000000	.00329670329670329670	3	3	9	2730
vaccinesideeffects	94350709	70.00000000000000006916	.38461538461538461538	.00549450549450549450	5	13	15	2730
empathy	94350709	105.00000000000000009555	.07692307692307692307	.00073260073260073260	1	13	2	2730
bouncebackbetter	94350709	210.00000000000000019110	.07692307692307692307	.00036630036630036630	1	13	1	2730
vaccinesideeffects	94350709	70.00000000000000006916	.38461538461538461538	.00549450549450549450	5	13	15	2730
stormeunice	94350709	60.00000000000000005850	.15384615384615384615	.00256410256410256410	2	13	7	2730
rare	94350709	70.00000000000000006370	.07692307692307692307	.00109890109890109890	1	13	3	2730
vaccinesideeffects	94350709	70.00000000000000006916	.38461538461538461538	.00549450549450549450	5	13	15	2730
unlucky	94350709	210.00000000000000019110	.07692307692307692307	.00036630036630036630	1	13	1	2730
vaccinesideeffects	94350709	70.00000000000000006916	.38461538461538461538	.00549450549450549450	5	13	15	2730
hijacked	94350709	210.00000000000000019110	.07692307692307692307	.00036630036630036630	1	13	1	2730
mhra	94350709	210.00000000000000019110	.07692307692307692307	.00036630036630036630	1	13	1	2730
mollyslight	956266072440635392	91.00000000000000008190	.03333333333333333333	.00036630036630036630	1	30	1	2730
teammolly	956266072440635392	91.00000000000000000195	.93333333333333333333	.01025641025641025641	28	30	28	2730
mollyswisdom	956266072440635392	91.00000000000000008190	.03333333333333333333	.00036630036630036630	1	30	1	2730
teammolly	956266072440635392	91.00000000000000000195	.93333333333333333333	.01025641025641025641	28	30	28	2730
btc	966695335887241219	65.00000000000000002275	1.00000000000000000000	.01538461538461538461	3	3	42	2730
